wave,match,decision_of_partner,likes_partner,liked_by_partner,wave_condition,iid_id,partner_id,met_so_far,int_corr,same_race,same_country,age_ratio,met_before,diff_pref_attractive,diff_pref_sincere,diff_pref_intelligent,diff_pref_fun,diff_pref_ambitious,diff_pref_sharedhobbies,rating_by_partner_attractive,rating_by_partner_sincere,rating_by_partner_intelligent,rating_by_partner_fun,rating_by_partner_ambitious,rating_by_partner_sharedhobbies,rated_partner_attractive,rated_partner_sincere,rated_partner_intelligent,rated_partner_fun,rated_partner_ambitious,rated_partner_sharedhobbies
2,0,0,0.5,0.6,2,23-3,52-13,12,-0.13,0,1,0.838709677,0,0.0778,0.1222,0.0222,0.0278,0.0167,0.0556,7,7,6,6,6,5,6,6,5,7,5,6
2,0,1,0.7,0,2,23-3,53-14,13,0.49,0,1,0.903225806,0,0.2222,0.0278,0.0222,0.0778,0.0833,0.0556,7,8,8,7,8,6,0,0,0,0,0,0
2,0,1,0.7,0.6,2,23-3,54-15,14,0.35,0,0,0.741935484,0,0.2222,0.1222,0.1778,0.0222,0.1333,0.0556,6,7,7,7,9,7,6,7,6,6,5,5
2,0,0,0.7,0.6,2,23-3,55-16,15,0.1,0,1,0.741935484,0,0.0222,0.0722,0.0722,0.0778,0.0333,0.0556,6,9,10,8,10,7,6,8,7,6,7,5
2,0,0,0.2,0.6,2,24-4,40-1,0,-0.31,0,1,1.074074074,0,0.05,0.1,0,0.05,0.05,0.05,5,10,9,9,8,5,5,6,7,7,7,0
2,0,0,0.5,0.8,2,24-4,41-2,1,-0.07,0,0,1.111111111,0,0.1,0,0.1,0.05,0.05,0,5,5,5,5,5,,7,8,0,0,8,0
2,0,0,0.3,0.7,2,24-4,42-3,2,0.09,0,1,0.962962963,0,0.1,0.05,0,0.15,0.05,0.05,7,6,7,9,8,2,6,8,0,7,0,0
2,0,0,0.5,0.7,2,24-4,43-4,3,-0.32,1,1,1.111111111,0,0,0,0,0.05,0.05,0,5,5,6,4,7,2,7,8,8,8,0,0
2,0,1,0.8,0.7,2,24-4,44-5,4,0.54,1,1,0.962962963,0,0.3,0.1,0.1,0.05,0.05,0.1,5,7,8,7,8,8,5,8,8,0,8,6
2,0,1,0.5,0.8,2,24-4,45-6,5,-0.19,1,0,0.888888889,0,0.1,0.05,0,0.09,0.15,0.01,6,6,6,6,5,5,7,7,8,0,8,0
2,0,0,0.8,0.8,2,24-4,46-7,6,0.24,1,1,0.888888889,0,0.1,0,0,0.1,0.15,0.05,7,8,8,8,7,9,9,8,7,8,0,8
2,0,1,0.6,0.7,2,24-4,47-8,7,0.04,1,0,1,0,0.04,0.01,0.04,0.08,0.1,0.07,6,6,6,5,6,4,5,7,7,7,7,7
2,0,0,0.5,0.7,2,24-4,48-9,8,0.05,1,0,1.074074074,0,0.05,0,0,0.05,0,0.1,6,8,8,5,,3,7,7,7,8,7,0
2,0,1,0.7,0.6,2,24-4,49-10,9,-0.04,0,1,0.925925926,0,0,0,0,0.05,0,0.05,7,7,6,5,6,7,6,0,0,8,0,6
2,0,1,0.85,0.7,2,24-4,50-11,10,-0.12,0,1,1,0,0.15,0.1,0,0.1,0.05,0,7,,,9,,,6,8,0,8,0,0
2,0,1,0.6,0.7,2,24-4,51-12,11,-0.07,1,1,0.851851852,0,0.05,0.1,0.15,0.1,0.05,0.05,7,5,7,6,6,6,6,6,8,7,8,0
2,0,0,0.4,0.7,2,24-4,52-13,12,-0.01,1,1,0.962962963,0,0.1,0.1,0,0.1,0.1,0,7,7,9,5,6,2,4,0,0,6,8,7
2,0,0,0.7,0.8,2,24-4,53-14,13,0.48,1,1,1.037037037,0,0.2,0.05,0,0.15,0,0,8,8,8,8,7,7,8,0,0,7,8,8
2,0,1,0.7,0.7,2,24-4,54-15,14,0.49,1,0,0.851851852,0,0.2,0.1,0.2,0.05,0.05,0,8,7,8,7,7,8,6,8,0,8,8,8
2,0,1,0.8,0.6,2,24-4,55-16,15,-0.22,0,1,0.851851852,0,0,0.05,0.05,0.15,0.05,0,8,9,9,8,8,6,8,7,7,0,0,2
2,0,0,0.3,0.6,2,25-5,40-1,0,-0.12,0,1,1.318181818,0,0,0.03,0.05,0.05,0.02,0.05,8,10,9,9,8,4,7,8,9,6,8,5
2,0,1,0.5,0.7,2,25-5,41-2,1,0.09,0,0,1.363636364,0,0.05,0.13,0.15,0.05,0.08,0,5,5,5,5,5,,5,8,8,6,8,5
2,0,1,0.8,0.7,2,25-5,42-3,2,0.58,0,1,1.181818182,0,0.05,0.18,0.05,0.15,0.02,0.05,8,9,7,7,5,,6,7,8,7,9,7
2,0,1,0.6,0.4,2,25-5,43-4,3,-0.2,1,1,1.363636364,0,0.05,0.13,0.05,0.05,0.02,0,8,5,6,6,5,1,4,5,10,4,10,4
2,0,1,0.7,0.5,2,25-5,44-5,4,-0.29,1,1,1.181818182,0,0.25,0.03,0.15,0.05,0.08,0.1,7,6,6,7,5,4,6,7,9,7,9,3
2,0,1,0.7,0.7,2,25-5,45-6,5,-0.01,1,0,1.090909091,0,0.15,0.18,0.05,0.09,0.12,0.01,7,6,6,7,6,6,6,8,7,5,8,7
2,0,1,0.95,0.8,2,25-5,46-7,6,-0.24,1,1,1.090909091,1,0.15,0.13,0.05,0.1,0.12,0.05,10,8,7,8,7,8,7,8,8,6,10,6
2,0,1,0.6,0.8,2,25-5,47-8,7,-0.05,1,0,1.227272727,0,0.09,0.12,0.09,0.08,0.07,0.07,6,7,5,5,5,2,3,8,9,8,10,5
2,0,1,0.8,0.7,2,25-5,48-9,8,0.38,1,0,1.318181818,0,0.1,0.13,0.05,0.05,0.03,0.1,9,8,7,8,,5,7,8,8,8,6,6
2,0,1,0.8,0.9,2,25-5,49-10,9,0.06,0,1,1.136363636,0,0.05,0.13,0.05,0.05,0.03,0.05,9,8,7,8,6,5,8,8,9,8,9,8
2,0,1,0.8,0.8,2,25-5,50-11,10,0.35,0,1,1.227272727,0,0.1,0.03,0.05,0.1,0.02,0,7,,,,,,9,8,9,8,10,7
2,0,0,0.3,0.6,2,25-5,51-12,11,0.11,1,1,1.045454545,0,0,0.03,0.1,0.1,0.08,0.05,6,4,7,6,2,2,6,5,8,7,10,8
2,0,1,0.7,0.5,2,25-5,52-13,12,0.28,1,1,1.181818182,0,0.15,0.23,0.05,0.1,0.07,0,8,7,7,7,6,6,5,4,7,5,9,7
2,0,1,0.8,0.7,2,25-5,53-14,13,0.11,1,1,1.272727273,0,0.15,0.08,0.05,0.15,0.03,0,9,8,8,8,8,7,7,8,9,7,8,5
2,0,1,0.7,0.6,2,25-5,54-15,14,-0.15,1,0,1.045454545,0,0.15,0.23,0.25,0.05,0.08,0,8,9,9,9,7,5,5,8,8,6,9,6
2,0,1,0.9,0.7,2,25-5,55-16,15,0.53,0,1,1.045454545,0,0.05,0.18,0,0.15,0.02,0,8,9,8,10,9,8,7,7,7,8,8,6
2,0,0,0.3,0.2,2,26-6,40-1,0,-0.38,0,1,0.90625,0,0.1,0.05,0.25,0.1,0.05,0.05,8,9,9,8,7,4,2,5,5,3,5,2
2,0,1,0.5,0.2,2,26-6,41-2,1,-0.05,0,0,0.9375,0,0.15,0.15,0.35,0.2,0.15,0,5,5,5,5,5,,2,5,5,3,5,2
2,0,1,0.7,0.3,2,26-6,42-3,2,0.04,0,1,0.8125,0,0.15,0.2,0.25,0,0.05,0.05,7,8,8,9,8,,2,5,5,3,7,3
2,0,1,0.5,0.2,2,26-6,43-4,3,-0.02,1,1,0.9375,0,0.05,0.15,0.25,0.1,0.05,0,6,5,7,5,5,2,2,6,7,1,7,2
2,0,1,0.9,0.5,2,26-6,44-5,4,0.46,1,1,0.8125,0,0.35,0.05,0.35,0.2,0.15,0.1,8,7,7,8,7,7,3,8,7,6,6,4
2,0,1,0.8,0.2,2,26-6,45-6,5,-0.06,1,0,0.75,0,0.05,0.2,0.25,0.06,0.05,0.01,7,6,8,7,6,7,4,7,6,1,4,3
2,0,1,0.95,0.6,2,26-6,46-7,6,0.22,1,1,0.75,0,0.05,0.15,0.25,0.05,0.05,0.05,10,9,9,10,7,8,7,4,5,6,5,4
2,0,1,0.6,0.2,2,26-6,47-8,7,-0.05,1,0,0.84375,0,0.01,0.14,0.29,0.07,0,0.07,5,6,6,6,6,6,3,7,6,4,6,2
2,0,1,0.9,0.4,2,26-6,48-9,8,0.29,1,0,0.90625,0,0,0.15,0.25,0.1,0.1,0.1,9,8,7,9,,8,6,5,5,7,6,3
2,0,1,0.8,0.5,2,26-6,49-10,9,0.02,0,1,0.78125,0,0.05,0.15,0.25,0.1,0.1,0.05,9,8,7,7,7,8,5,8,8,7,7,6
2,0,1,0.8,0.8,2,26-6,50-11,10,0.21,0,1,0.84375,0,0.2,0.05,0.25,0.05,0.05,0,8,,,,,,7,6,6,7,6,6
2,0,1,0.6,0.6,2,26-6,51-12,11,0.05,1,1,0.71875,0,0.1,0.05,0.1,0.05,0.15,0.05,7,3,5,5,3,2,6,7,6,5,6,6
2,0,1,0.7,0.5,2,26-6,52-13,12,0.06,1,1,0.8125,0,0.05,0.25,0.25,0.05,0,0,8,7,7,7,6,6,2,7,6,4,4,4
2,0,1,0.8,0.6,2,26-6,53-14,13,0.08,1,1,0.875,0,0.25,0.1,0.25,0,0.1,0,9,9,9,9,8,8,6,8,8,6,7,5
2,0,1,0.7,0.3,2,26-6,54-15,14,0.16,1,0,0.71875,0,0.25,0.25,0.45,0.1,0.15,0,8,8,7,8,7,6,2,8,7,2,7,2
2,0,1,0.9,0.6,2,26-6,55-16,15,0.03,0,1,0.71875,0,0.05,0.2,0.2,0,0.05,0,8,9,8,9,9,8,6,6,6,6,6,4
2,0,0,0.5,0.3,2,27-7,40-1,0,-0.13,0,1,1.318181818,0,0.08,0,0.02,0,0.15,0.05,9,8,6,8,7,5,2,6,6,6,6,0
2,0,1,0.8,0.2,2,27-7,41-2,1,-0.04,0,0,1.363636364,0,0.13,0.1,0.08,0.1,0.25,0,8,8,8,8,8,,1,6,4,2,1,0
2,0,1,0.9,0.2,2,27-7,42-3,2,-0.07,0,1,1.181818182,0,0.13,0.15,0.02,0.1,0.15,0.05,8,9,8,9,8,,1,4,6,2,6,1
2,0,1,0.6,0.2,2,27-7,43-4,3,-0.16,0,1,1.363636364,0,0.03,0.1,0.02,0,0.15,0,7,6,5,7,3,5,1,6,7,6,4,3
2,0,1,0.7,0.1,2,27-7,44-5,4,0.44,0,1,1.181818182,0,0.33,0,0.08,0.1,0.25,0.1,9,7,7,7,6,5,1,3,4,2,2,1
2,0,1,0.8,0.1,2,27-7,45-6,5,-0.27,0,0,1.090909091,0,0.07,0.15,0.02,0.04,0.05,0.01,8,8,7,8,6,7,3,6,6,4,5,1
2,1,1,0.95,0.6,2,27-7,46-7,6,0.29,0,1,1.090909091,0,0.07,0.1,0.02,0.05,0.05,0.05,9,8,8,8,7,9,8,7,6,6,4,4
2,0,1,0.7,0.3,2,27-7,47-8,7,-0.28,0,0,1.227272727,0,0.01,0.09,0.02,0.03,0.1,0.07,7,5,6,6,4,5,1,4,5,4,4,4
2,0,1,0.7,0.3,2,27-7,48-9,8,-0.35,0,0,1.318181818,0,0.02,0.1,0.02,0,0.2,0.1,8,8,5,6,,7,4,6,4,5,6,7
2,0,1,0.7,0.2,2,27-7,49-10,9,0.13,0,1,1.136363636,0,0.03,0.1,0.02,0,0.2,0.05,8,8,7,7,7,0,4,5,4,5,6,0
2,1,1,0.8,0.4,2,27-7,50-11,10,-0.23,0,1,1.227272727,0,0.18,0,0.02,0.05,0.15,0,8,,,7,,6,6,5,6,7,8,4
2,0,1,0.6,0.2,2,27-7,51-12,11,0.2,0,1,1.045454545,0,0.08,0,0.17,0.05,0.25,0.05,8,4,4,7,5,3,1,2,6,1,6,2
2,0,1,0.7,0.1,2,27-7,52-13,12,-0.31,0,1,1.181818182,0,0.07,0.2,0.02,0.05,0.1,0,8,7,7,6,6,7,1,3,7,1,4,2
2,0,1,0.8,0.3,2,27-7,53-14,13,-0.07,0,1,1.272727273,0,0.23,0.05,0.02,0.1,0.2,0,8,8,8,8,8,7,6,4,8,3,8,2
2,0,1,0.8,0.1,2,27-7,54-15,14,-0.06,0,0,1.045454545,0,0.23,0.2,0.18,0,0.25,0,9,9,8,9,8,7,2,4,7,3,6,2
2,0,1,1,0.4,2,27-7,55-16,15,-0.16,0,1,1.045454545,0,0.03,0.15,0.07,0.1,0.15,0,9,8,9,10,9,8,5,6,6,4,3,4
2,0,0,0.6,0.2,2,28-8,40-1,0,,0,0,1.318181818,0,0.1,0.3,0.15,0.15,0.03,0.07,8,8,7,8,7,3,3,6,6,6,5,2
2,0,1,0.5,0.2,2,28-8,41-2,1,,0,0,1.363636364,0,0.05,0.2,0.05,0.25,0.07,0.02,8,8,8,8,8,8,2,6,5,4,5,2
2,0,1,0.8,0.3,2,28-8,42-3,2,,0,0,1.181818182,0,0.05,0.15,0.15,0.05,0.03,0.03,7,10,9,8,9,,3,5,8,5,8,3
2,0,0,0.5,0.3,2,28-8,43-4,3,,1,0,1.363636364,0,0.15,0.2,0.15,0.15,0.03,0.02,5,6,6,4,7,6,4,6,5,4,4,3
2,0,1,0.5,0.2,2,28-8,44-5,4,,1,0,1.181818182,0,0.15,0.3,0.05,0.25,0.07,0.08,5,5,5,5,6,5,4,6,7,4,5,2
2,0,1,0.8,0.3,2,28-8,45-6,5,,1,0,1.090909091,0,0.25,0.15,0.15,0.11,0.13,0.01,7,7,7,6,6,6,4,6,5,3,3,3
2,1,1,0.8,0.75,2,28-8,46-7,6,,1,0,1.090909091,0,0.25,0.2,0.15,0.1,0.13,0.07,7,7,7,7,7,9,7,8,8,8,5,9
2,0,1,0.7,0.2,2,28-8,47-8,7,,1,0,1.227272727,0,0.19,0.21,0.11,0.12,0.08,0.09,5,6,7,5,7,5,4,6,6,5,4,3
2,0,0,0.5,0.4,2,28-8,48-9,8,,1,0,1.318181818,0,0.2,0.2,0.15,0.15,0.02,0.12,7,8,5,6,3,3,6,6,5,6,4,4
2,0,1,0.7,0.4,2,28-8,49-10,9,,0,0,1.136363636,0,0.15,0.2,0.15,0.15,0.02,0.07,7,8,8,7,6,,3,5,7,5.5,5,4
2,0,0,0.7,0.3,2,28-8,50-11,10,,0,0,1.227272727,0,0,0.3,0.15,0.1,0.03,0.02,6,8,8,7,8,5,5,8,9,5,8,6
2,0,0,0.5,0.45,2,28-8,51-12,11,,1,0,1.045454545,0,0.1,0.3,0.3,0.1,0.07,0.07,6,7,7,3,2,1,5,4.5,6,4,5.5,6
2,0,0,0.5,0,2,28-8,52-13,12,,1,0,1.181818182,0,0.25,0.1,0.15,0.1,0.08,0.02,5,6,7,5,6,5,0,0,0,0,0,0
2,0,0,0.7,0.8,2,28-8,53-14,13,,1,0,1.272727273,0,0.05,0.25,0.15,0.05,0.02,0.02,7,8,8,7,8,7,6,6,7,5,6,7
2,0,0,0.7,0.4,2,28-8,54-15,14,,1,0,1.045454545,0,0.05,0.1,0.05,0.15,0.07,0.02,7,8,7,7,7,7,4,5,6.5,5,5,6
2,0,1,1,0.4,2,28-8,55-16,15,,0,0,1.045454545,0,0.15,0.15,0.2,0.05,0.03,0.02,9,9,10,9,9,9,4,6,6,5,6,6
2,0,0,0.1,0.5,2,29-9,40-1,0,0.11,0,1,1.318181818,0,0.15,0.2,0,0.1,0.05,0,5,6,3,4,3,3,4,9,4,4,5,0
2,0,0,0.8,0.4,2,29-9,41-2,1,-0.57,0,0,1.363636364,0,0.2,0.1,0.1,0.2,0.15,0.05,8,8,8,8,8,,4,8,6,3,6,0
2,0,0,0.4,0.6,2,29-9,42-3,2,0.1,0,1,1.181818182,0,0.2,0.05,0,0,0.05,0.1,3,8,7,5,8,,6,8,7,5,5,0
2,0,0,0.5,0.5,2,29-9,43-4,3,0.31,1,1,1.363636364,0,0.1,0.1,0,0.1,0.05,0.05,4,4,5,4,6,5,5,7,5,3,5,0
2,1,1,0.7,0.6,2,29-9,44-5,4,-0.41,1,1,1.181818182,0,0.4,0.2,0.1,0.2,0.15,0.15,7,6,7,6,7,5,8,6,7,3,7,2
2,1,1,0.7,0.6,2,29-9,45-6,5,0.08,1,0,1.090909091,0,0,0.05,0,0.06,0.05,0.06,8,8,6,7,6,6,6,8,7,4,7,2
2,0,0,0.7,0.7,2,29-9,46-7,6,0.1,1,1,1.090909091,0,0,0.1,0,0.05,0.05,0,6,7,6,8,7,7,8,6,6,5,0,0
2,0,0,0.6,0.6,2,29-9,47-8,7,0.04,1,0,1.227272727,0,0.06,0.11,0.04,0.07,0,0.02,5,6,5,6,7,2,5,6,6,7,6,0
2,0,0,0.5,0.8,2,29-9,48-9,8,0.11,1,0,1.318181818,0,0.05,0.1,0,0.1,0.1,0.05,6,8,9,5,9,3,8,7,8,8,8,6
2,0,1,0.7,0.5,2,29-9,49-10,9,0.2,0,1,1.136363636,0,0.1,0.1,0,0.1,0.1,0,7,8,8,7,6,5,7,5,6,8,6,4
2,0,0,0.7,0.7,2,29-9,50-11,10,0.54,0,1,1.227272727,0,0.25,0.2,0,0.05,0.05,0.05,6,,,,,,7,7,7,7,7,0
2,0,0,0.6,0.6,2,29-9,51-12,11,-0.05,1,1,1.045454545,0,0.15,0.2,0.15,0.05,0.15,0,5,8,5,3,3,3,6,7,7,4,6,6
2,0,0,0.5,0.8,2,29-9,52-13,12,0.42,1,1,1.181818182,0,0,0,0,0.05,0,0.05,5,7,6,7,5,5,6,8,8,5,7,5
2,0,0,0.7,0.8,2,29-9,53-14,13,0.06,1,1,1.272727273,0,0.3,0.15,0,0,0.1,0.05,6,8,8,7,7,6,9,8,8,5,7,0
2,0,0,0.6,0.6,2,29-9,54-15,14,-0.16,1,0,1.045454545,0,0.3,0,0.2,0.1,0.15,0.05,5,8,7,7,7,5,6,7,6,4,6,5
2,0,0,0.7,0.6,2,29-9,55-16,15,0.52,0,1,1.045454545,0,0.1,0.05,0.05,0,0.05,0.05,6,8,8,8,9,6,6,8,7,6,5,3
2,0,0,0.2,0.6,2,30-10,40-1,0,0.19,0,1,0.828571429,0,0.1,0.1,0.05,0.05,0.05,0.05,6,6,8,7,8,4,3,6,6,5,6,5
2,0,0,0.7,0.8,2,30-10,41-2,1,-0.44,0,0,0.857142857,0,0.15,0,0.15,0.15,0.15,0,10,10,10,10,10,,8,9,8,5,9,5
2,0,0,0.6,0.8,2,30-10,42-3,2,0.46,0,1,0.742857143,0,0.15,0.05,0.05,0.05,0.05,0.05,4,7,7,6,6,,6,7,8,7,8,7
2,0,0,0.3,0.6,2,30-10,43-4,3,0.21,1,1,0.857142857,0,0.05,0,0.05,0.05,0.05,0,3,4,7,3,7,1,4,6,6,5,7,6
2,0,1,0.8,0.7,2,30-10,44-5,4,-0.27,1,1,0.742857143,0,0.35,0.1,0.15,0.15,0.15,0.1,7,7,7,7,6,7,6,9,7,5,6,3
2,0,1,0.6,0.4,2,30-10,45-6,5,-0.41,1,0,0.685714286,0,0.05,0.05,0.05,0.01,0.05,0.01,6,6,6,6,6,5,4,5,5,2,6,5
2,0,0,0.7,0.7,2,30-10,46-7,6,-0.02,1,1,0.685714286,0,0.05,0,0.05,0,0.05,0.05,6,8,8,9,8,6,8,7,7,7,5,5
2,0,0,0.6,0.8,2,30-10,47-8,7,0.09,1,0,0.771428571,0,0.01,0.01,0.09,0.02,0,0.07,9,5,6,3,6,3,5,5,5,7,7,6
2,0,0,0.4,0.8,2,30-10,48-9,8,0.39,1,0,0.828571429,0,0,0,0.05,0.05,0.1,0.1,5,6,5,4,,3,7,7,5,7,5,7
2,1,1,0.7,0.9,2,30-10,49-10,9,0.16,0,1,0.714285714,0,0.05,0,0.05,0.05,0.1,0.05,7,7,7,7,7,,8,7,7,7,7,7
2,0,0,0,0.8,2,30-10,50-11,10,0.51,0,1,0.771428571,0,0.2,0.1,0.05,0,0.05,0,6,,,,,,7,7,8,8,7,7
2,0,0,0.4,0.4,2,30-10,51-12,11,-0.27,1,1,0.657142857,0,0.1,0.1,0.1,0,0.15,0.05,3,5,6,2,6,4,5,5,5,2,4,3
2,0,0,0.5,0.7,2,30-10,52-13,12,0.11,1,1,0.742857143,0,0.05,0.1,0.05,0,0,0,6,7,7,6,6,4,3,7,8,6,7,5
2,0,0,0.7,0.9,2,30-10,53-14,13,0.16,1,1,0.8,0,0.25,0.05,0.05,0.05,0.1,0,6,8,8,7,8,6,7,7,8,7,9,7
2,0,0,0.6,0.6,2,30-10,54-15,14,0.21,1,0,0.657142857,0,0.25,0.1,0.25,0.05,0.15,0,6,8,8,7,8,6,3,5,8,4,7,6
2,1,1,0.8,0.8,2,30-10,55-16,15,0.49,0,1,0.657142857,0,0.05,0.05,0,0.05,0.05,0,7,9,10,10,10,10,7,7,8,8,7,8
2,0,0,0.2,0.5,2,31-11,40-1,0,-0.19,0,1,1.208333333,0,0.1,0,0,0,0,0.1,7,5,4,4,8,3,4,6,6,6,6,4
2,0,0,0.8,0,2,31-11,41-2,1,-0.43,0,0,1.25,0,0.05,0.1,0.1,0.1,0.1,0.05,8,8,8,8,8,,3,6,6,3,6,2
2,0,0,0.4,0.5,2,31-11,42-3,2,0.47,0,1,1.083333333,0,0.05,0.15,0,0.1,0,0,8,7,8,2,9,,4,5,6,5,6,4
2,0,1,0.6,0.5,2,31-11,43-4,3,-0.48,1,1,1.25,0,0.15,0.1,0,0,0,0.05,6,6,6,6,5,3,4,5,6,5,5,5
2,0,1,0.9,0.5,2,31-11,44-5,4,0,1,1,1.083333333,0,0.15,0,0.1,0.1,0.1,0.05,9,7,7,6,7,7,4,6,7,5,8,5
2,0,1,0.8,0.5,2,31-11,45-6,5,-0.38,1,0,1,0,0.25,0.15,0,0.04,0.1,0.04,9,8,8,7,8,6,4,5,7,3,6,4
2,0,1,0.8,0.7,2,31-11,46-7,6,-0.34,1,1,1,0,0.25,0.1,0,0.05,0.1,0.1,9,6,7,6,7,8,9,6,7,7,6,5
2,0,1,0.6,0.4,2,31-11,47-8,7,-0.27,1,0,1.125,0,0.19,0.09,0.04,0.03,0.05,0.12,7,6,6,5,7,5,2,3,4,2,6,2
2,1,1,0.8,0.8,2,31-11,48-9,8,0.52,1,0,1.208333333,0,0.2,0.1,0,0,0.05,0.15,7,7,7,8,,,8,9,8,8,8,8
2,1,1,0.8,0.7,2,31-11,49-10,9,-0.57,0,1,1.041666667,0,0.15,0.1,0,0,0.05,0.1,9,7,8,8,9,,7,8,8,6,7,5
2,1,1,0.7,0.9,2,31-11,50-11,10,-0.04,0,1,1.125,1,0,0,0,0.05,0,0.05,8,8,8,8,8,,9,7,8,9,8,8
2,0,1,0.6,0.5,2,31-11,51-12,11,-0.35,1,1,0.958333333,0,0.1,0,0.15,0.05,0.1,0.1,7,7,7,4,5,5,4,6,5,5,5,5
2,0,1,0.7,0.6,2,31-11,52-13,12,0.03,1,1,1.083333333,1,0.25,0.2,0,0.05,0.05,0.05,8,8,8,6,7,5,3,8,8,5,5,5
2,0,1,0.8,0.65,2,31-11,53-14,13,0.4,1,1,1.166666667,0,0.05,0.05,0,0.1,0.05,0.05,8,8,9,8,9,7,7,7,7,6,6,6
2,0,1,0.7,0.5,2,31-11,54-15,14,0.26,1,0,0.958333333,0,0.05,0.2,0.2,0,0.1,0.05,8,8,8,8,7,7,4,5,6,4,5,5
2,1,1,1,0.85,2,31-11,55-16,15,-0.32,0,1,0.958333333,1,0.15,0.15,0.05,0.1,0,0.05,8,10,10,10,10,8,9,8,7,10,9,8
2,0,0,0.5,0.5,2,32-12,40-1,0,-0.05,1,1,1.074074074,0,0.25,0.1,0.3,0.2,0.1,0.15,8,10,10,7,8,4,4,8,7,9,0,6
2,0,0,0.8,0.7,2,32-12,41-2,1,-0.22,1,0,1.111111111,0,0.2,0.2,0.4,0.3,0,0.1,10,10,10,10,10,,7,8,9,0,9,7
2,0,0,0.5,0.6,2,32-12,42-3,2,0.54,1,1,0.962962963,0,0.2,0.25,0.3,0.1,0.1,0.05,5,9,10,8,10,4,5,6,6,7,8,0
2,0,0,0.6,0.5,2,32-12,43-4,3,-0.13,0,1,1.111111111,0,0.3,0.2,0.3,0.2,0.1,0.1,5,6,7,4,4,3,5,7,7,6,9,5
2,0,1,0.9,0.6,2,32-12,44-5,4,-0.11,0,1,0.962962963,0,0,0.1,0.4,0.3,0,0,7,6,6,7,7,8,5,7,9,5,4,6
2,0,1,0.7,0.8,2,32-12,45-6,5,-0.19,0,0,0.888888889,0,0.4,0.25,0.3,0.16,0.2,0.09,9,8,8,8,8,7,8,8,9,5,9,6
2,0,1,0.8,0.8,2,32-12,46-7,6,-0.33,0,1,0.888888889,0,0.4,0.2,0.3,0.15,0.2,0.15,8,9,8,7,10,7,8,9,8,0,8,7
2,0,1,0.6,0.6,2,32-12,47-8,7,0.06,0,0,1,0,0.34,0.19,0.34,0.17,0.15,0.17,5,7,7,6,5,5,7,9,8,7,8,8
2,0,0,0.4,0.7,2,32-12,48-9,8,0.52,0,0,1.074074074,0,0.35,0.2,0.3,0.2,0.05,0.2,5,6,8,5,8,3,7,8,7,9,6,4
2,0,1,0.6,0.7,2,32-12,49-10,9,0,1,1,0.925925926,0,0.3,0.2,0.3,0.2,0.05,0.15,7,7,8,7,7,6,6,8,9,9,6,6
2,0,1,0.7,0.6,2,32-12,50-11,10,0.12,0,1,1,0,0.15,0.1,0.3,0.15,0.1,0.1,,,,,,,7,8,8,9,8,4
2,0,0,0.8,0.5,2,32-12,51-12,11,-0.41,0,1,0.851851852,0,0.25,0.1,0.15,0.15,0,0.15,8,7,7,9,5,4,5,6,7,6,7,5
2,0,1,0.7,0.5,2,32-12,52-13,12,0.17,0,1,0.962962963,0,0.4,0.3,0.3,0.15,0.15,0.1,6,7,7,7,6,5,4,7,6,6,9,4
2,0,1,0.7,0.7,2,32-12,53-14,13,0.5,0,1,1.037037037,0,0.1,0.15,0.3,0.1,0.05,0.1,8,9,9,8,9,7,7,6,9,8,9,9
2,0,1,0.7,0.7,2,32-12,54-15,14,0.19,0,0,0.851851852,0,0.1,0.3,0.5,0.2,0,0.1,7,8,8,7,8,6,7,6,9,8,9,9
2,0,0,0.8,0.7,2,32-12,55-16,15,0.2,0,1,0.851851852,0,0.3,0.25,0.25,0.1,0.1,0.1,6,8,10,8,7,7,8,8,7,9,7,5
2,0,0,0.6,0.8,2,33-13,40-1,0,-0.29,0,1,0.852941176,0,0.1,0.05,0.1,0.05,0,0.1,6,10,10,8,5,3,6,8,7,10,7,4
2,0,1,0.8,0.5,2,33-13,41-2,1,0.41,0,0,0.882352941,0,0.15,0.05,0,0.05,0.1,0.15,10,10,10,10,10,,2,6,7,4,6,2
2,0,0,0.6,0.5,2,33-13,42-3,2,0.77,0,1,0.764705882,0,0.15,0.1,0.1,0.15,0,0.2,6,10,10,8,10,6,6,8,6,6,6,5
2,0,0,0.4,0.6,2,33-13,43-4,3,0.09,1,1,0.882352941,0,0.05,0.05,0.1,0.05,0,0.15,4,4,7,3,6,4,5,7,7,5,7,5
2,0,1,0.6,0.4,2,33-13,44-5,4,-0.15,1,1,0.764705882,0,0.35,0.05,0,0.05,0.1,0.25,6,7,7,6,6,8,5,6,6,2,5,7
2,0,0,0.6,0.5,2,33-13,45-6,5,-0.41,1,0,0.705882353,0,0.05,0.1,0.1,0.09,0.1,0.16,6,5,7,5,7,5,6,6,7,3,7,3
2,0,0,0.7,0.6,2,33-13,46-7,6,-0.49,1,1,0.705882353,0,0.05,0.05,0.1,0.1,0.1,0.1,6,8,7,8,8,8,8,7,9,5,6,4
2,0,1,0.6,0.6,2,33-13,47-8,7,-0.18,1,0,0.794117647,0,0.01,0.04,0.06,0.08,0.05,0.08,5,6,7,6,6,3,4,5,6,7,7,4
